store_id,product_id,stock_quantity,last_updated
4,46,106,10/18/2020
7,14,24,10/19/2020
7,60,118,10/19/2020
9,20,79,10/19/2020
14,81,41,10/20/2020
12,21,2,10/20/2020
1,77,93,10/20/2020
1,40,33,10/21/2020
16,97,69,10/22/2020
17,41,12,10/22/2020
9,51,130,10/22/2020
14,14,142,10/22/2020
5,29,43,10/22/2020
9,67,112,10/22/2020
1,26,147,10/23/2020
2,20,171,10/23/2020
9,92,72,10/23/2020
5,77,122,10/23/2020
4,60,117,10/24/2020
13,32,128,10/24/2020
3,33,61,10/24/2020
10,78,62,10/25/2020
19,34,58,10/26/2020
8,68,103,10/26/2020
6,8,127,10/26/2020
14,24,31,10/27/2020
12,46,143,10/27/2020
20,60,19,10/28/2020
11,55,142,10/28/2020
4,9,3,10/29/2020
11,30,88,10/30/2020
7,36,17,10/30/2020
3,49,1,10/30/2020
17,22,32,10/30/2020
16,34,13,10/30/2020
16,38,40,10/30/2020
18,77,30,10/31/2020
17,74,171,10/31/2020
8,52,109,10/31/2020
14,49,47,10/31/2020
2,50,60,10/31/2020
14,33,150,11/2/2020
9,81,125,11/3/2020
14,25,136,11/3/2020
1,72,58,11/3/2020
11,32,81,11/3/2020
11,49,133,11/4/2020
15,68,117,11/4/2020
18,24,75,11/4/2020
17,17,28,11/5/2020
8,67,126,11/5/2020
9,78,122,11/5/2020
2,48,1,11/5/2020
16,58,77,11/5/2020
16,74,41,11/6/2020
2,67,123,11/6/2020
14,51,21,11/6/2020
18,77,118,11/7/2020
20,7,56,11/7/2020
11,30,121,11/7/2020
6,8,66,11/7/2020
7,17,107,11/8/2020
2,9,0,11/8/2020
6,16,24,11/8/2020
10,94,10,11/8/2020
6,69,18,11/9/2020
6,95,113,11/9/2020
19,33,43,11/9/2020
11,9,164,11/10/2020
9,12,47,11/10/2020
11,59,12,11/11/2020
11,30,103,11/11/2020
11,78,147,11/11/2020
13,53,18,11/12/2020
19,14,90,11/13/2020
20,18,79,11/13/2020
3,24,117,11/13/2020
9,66,104,11/13/2020
19,82,98,11/14/2020
11,9,26,11/14/2020
1,62,46,11/14/2020
11,9,160,11/15/2020
1,18,118,11/15/2020
4,52,101,11/15/2020
17,39,17,11/16/2020
12,56,112,11/16/2020
4,91,5,11/17/2020
17,94,33,11/17/2020
5,18,141,11/17/2020
11,62,66,11/17/2020
7,60,44,11/18/2020
15,65,140,11/18/2020
4,91,73,11/19/2020
2,72,126,11/19/2020
8,52,128,11/20/2020
6,38,20,11/20/2020
9,34,107,11/20/2020
14,35,137,11/21/2020
10,76,116,11/21/2020
2,89,72,11/21/2020
13,70,41,11/21/2020
11,49,149,11/22/2020
15,90,109,11/25/2020
8,25,87,11/25/2020
13,29,115,11/27/2020
16,32,9,11/27/2020
5,2,86,11/27/2020
8,87,45,11/27/2020
19,83,53,11/28/2020
15,65,20,11/28/2020
17,3,120,11/28/2020
18,17,63,11/29/2020
2,1,155,11/29/2020
7,83,110,11/29/2020
3,85,145,11/29/2020
13,16,22,11/30/2020
19,62,111,11/30/2020
8,36,49,11/30/2020
14,36,147,11/30/2020
4,26,62,11/30/2020
10,90,146,11/30/2020
17,97,43,12/1/2020
8,53,112,12/1/2020
9,19,59,12/1/2020
14,77,77,12/1/2020
9,26,21,12/2/2020
9,72,155,12/2/2020
18,68,97,12/2/2020
5,77,147,12/3/2020
15,91,148,12/3/2020
20,31,80,12/3/2020
6,28,35,12/3/2020
16,91,96,12/3/2020
5,59,2,12/3/2020
11,97,114,12/4/2020
8,7,34,12/4/2020
8,55,18,12/4/2020
15,23,45,12/4/2020
16,34,24,12/4/2020
15,54,173,12/6/2020
19,99,55,12/6/2020
13,21,79,12/6/2020
1,35,47,12/7/2020
3,14,37,12/7/2020
11,2,61,12/7/2020
7,63,59,12/9/2020
7,64,171,12/9/2020
4,18,67,12/9/2020
14,61,174,12/9/2020
16,74,148,12/10/2020
5,71,30,12/10/2020
8,86,83,12/10/2020
8,61,141,12/11/2020
1,83,55,12/11/2020
6,87,143,12/11/2020
16,64,17,12/11/2020
10,23,85,12/11/2020
15,4,157,12/12/2020
2,98,152,12/13/2020
3,34,61,12/13/2020
11,1,69,12/14/2020
1,83,52,12/14/2020
9,35,63,12/15/2020
2,94,71,12/15/2020
4,1,107,12/16/2020
6,94,31,12/16/2020
8,80,0,12/17/2020
3,62,6,12/18/2020
11,63,38,12/18/2020
15,9,52,12/18/2020
5,33,93,12/18/2020
20,63,135,12/18/2020
18,51,134,12/19/2020
3,13,2,12/19/2020
16,62,121,12/20/2020
19,59,73,12/21/2020
10,66,126,12/21/2020
2,92,86,12/22/2020
11,80,42,12/22/2020
9,99,13,12/23/2020
16,73,77,12/23/2020
18,44,57,12/24/2020
17,9,91,12/25/2020
20,48,39,12/25/2020
8,86,80,12/25/2020
4,49,15,12/26/2020
3,25,102,12/27/2020
8,15,139,12/27/2020
8,82,45,12/27/2020
10,55,47,12/28/2020
13,62,122,12/28/2020
9,3,86,12/28/2020
3,3,168,12/29/2020
16,70,88,12/29/2020
3,34,139,12/29/2020
3,6,34,12/29/2020
2,22,126,12/29/2020
19,72,71,12/30/2020
1,6,43,12/30/2020
16,6,16,12/30/2020
3,26,101,12/30/2020
16,73,23,12/31/2020
14,67,61,1/1/2021
8,56,53,1/1/2021
10,26,118,1/2/2021
6,36,39,1/2/2021
4,42,51,1/2/2021
14,32,35,1/2/2021
10,18,138,1/3/2021
15,42,126,1/3/2021
9,49,15,1/3/2021
7,41,99,1/4/2021
5,75,62,1/4/2021
8,72,95,1/4/2021
9,78,120,1/5/2021
16,48,58,1/6/2021
5,53,135,1/6/2021
6,88,101,1/6/2021
20,81,134,1/7/2021
7,100,126,1/7/2021
7,59,10,1/8/2021
17,81,131,1/9/2021
8,26,80,1/9/2021
12,56,122,1/10/2021
10,78,99,1/10/2021
16,89,87,1/11/2021
19,28,76,1/12/2021
11,73,55,1/12/2021
5,40,106,1/12/2021
18,86,108,1/12/2021
10,75,36,1/13/2021
17,84,70,1/14/2021
13,39,67,1/14/2021
15,87,52,1/15/2021
2,53,87,1/15/2021
8,75,33,1/15/2021
15,100,93,1/16/2021
15,13,26,1/17/2021
2,20,93,1/17/2021
8,74,155,1/17/2021
9,24,145,1/17/2021
6,66,131,1/17/2021
18,42,96,1/18/2021
7,12,143,1/18/2021
18,39,115,1/18/2021
11,32,69,1/19/2021
2,99,160,1/19/2021
10,29,148,1/19/2021
4,92,118,1/19/2021
5,12,86,1/19/2021
16,57,141,1/19/2021
13,99,46,1/19/2021
6,53,95,1/21/2021
10,39,63,1/21/2021
14,35,11,1/21/2021
15,79,64,1/22/2021
3,28,75,1/22/2021
20,26,52,1/23/2021
7,16,6,1/23/2021
13,13,45,1/23/2021
10,48,10,1/24/2021
9,14,45,1/24/2021
17,59,48,1/24/2021
18,84,81,1/25/2021
6,63,48,1/25/2021
16,80,139,1/25/2021
20,96,158,1/25/2021
12,20,8,1/25/2021
4,88,51,1/26/2021
3,14,44,1/27/2021
18,80,74,1/27/2021
9,9,19,1/27/2021
5,91,9,1/27/2021
9,34,103,1/28/2021
3,25,106,1/28/2021
13,71,141,1/28/2021
8,33,51,1/28/2021
17,29,35,1/29/2021
9,34,113,1/29/2021
7,14,120,1/29/2021
16,92,119,1/30/2021
14,75,97,1/30/2021
4,74,64,1/30/2021
5,48,94,1/31/2021
20,73,128,1/31/2021
4,95,159,1/31/2021
18,93,162,1/31/2021
4,96,71,2/1/2021
17,88,47,2/1/2021
17,94,5,2/1/2021
1,47,176,2/1/2021
8,84,28,2/1/2021
10,95,6,2/2/2021
1,20,88,2/2/2021
15,17,13,2/3/2021
2,75,39,2/3/2021
16,62,72,2/4/2021
3,14,12,2/4/2021
6,34,83,2/5/2021
19,51,91,2/5/2021
3,77,126,2/5/2021
3,17,52,2/5/2021
3,13,44,2/6/2021
2,77,61,2/6/2021
17,26,37,2/6/2021
16,90,14,2/7/2021
4,61,104,2/7/2021
16,93,32,2/8/2021
18,34,13,2/9/2021
5,45,48,2/9/2021
8,41,176,2/10/2021
17,25,13,2/10/2021
4,72,135,2/10/2021
13,80,28,2/10/2021
20,1,63,2/10/2021
3,41,123,2/10/2021
19,75,130,2/10/2021
15,43,17,2/11/2021
17,54,97,2/11/2021
18,58,52,2/12/2021
3,14,86,2/12/2021
7,36,35,2/12/2021
15,77,41,2/12/2021
5,65,16,2/12/2021
7,65,76,2/13/2021
16,42,21,2/13/2021
15,97,59,2/13/2021
7,63,84,2/13/2021
15,47,69,2/14/2021
14,94,48,2/14/2021
16,45,50,2/15/2021
14,4,55,2/16/2021
14,40,94,2/16/2021
9,14,98,2/16/2021
19,95,72,2/16/2021
15,10,65,2/16/2021
11,31,56,2/17/2021
3,45,148,2/17/2021
20,89,107,2/17/2021
4,64,91,2/18/2021
12,12,23,2/18/2021
9,7,35,2/19/2021
19,42,83,2/19/2021
12,59,59,2/19/2021
16,85,17,2/20/2021
19,64,149,2/20/2021
3,90,84,2/20/2021
8,93,96,2/21/2021
7,16,45,2/21/2021
3,65,128,2/22/2021
9,5,130,2/22/2021
12,89,70,2/22/2021
4,46,113,2/23/2021
15,16,57,2/23/2021
20,68,70,2/24/2021
20,60,91,2/25/2021
8,47,4,2/25/2021
2,67,160,2/26/2021
6,50,117,2/26/2021
14,87,142,2/26/2021
15,20,87,2/26/2021
20,81,40,2/27/2021
10,68,74,2/28/2021
8,36,19,2/28/2021
6,13,33,2/28/2021
20,73,139,2/28/2021
17,16,135,3/1/2021
12,20,76,3/2/2021
12,63,89,3/2/2021
20,60,3,3/2/2021
9,58,1,3/3/2021
20,43,94,3/4/2021
10,64,124,3/4/2021
5,72,21,3/6/2021
6,79,40,3/6/2021
12,5,140,3/6/2021
12,86,85,3/6/2021
11,32,148,3/6/2021
20,90,90,3/6/2021
19,32,99,3/6/2021
4,99,176,3/7/2021
3,14,91,3/7/2021
7,40,33,3/8/2021
4,83,158,3/9/2021
7,35,47,3/9/2021
13,72,115,3/9/2021
16,30,167,3/10/2021
19,91,154,3/10/2021
12,73,88,3/11/2021
10,15,35,3/11/2021
7,47,152,3/11/2021
5,25,130,3/11/2021
4,52,63,3/13/2021
13,32,20,3/13/2021
1,57,65,3/13/2021
12,61,35,3/14/2021
13,47,21,3/15/2021
4,18,27,3/16/2021
3,36,80,3/16/2021
6,94,73,3/16/2021
16,10,68,3/17/2021
13,82,14,3/17/2021
5,16,51,3/17/2021
20,2,158,3/17/2021
7,18,71,3/17/2021
16,36,8,3/18/2021
9,5,100,3/18/2021
20,8,28,3/18/2021
8,41,70,3/18/2021
1,44,114,3/19/2021
5,5,131,3/19/2021
11,91,9,3/19/2021
14,30,14,3/20/2021
20,25,146,3/20/2021
2,94,39,3/20/2021
17,98,36,3/20/2021
20,69,113,3/20/2021
10,70,71,3/21/2021
19,81,78,3/21/2021
16,49,49,3/22/2021
15,96,160,3/22/2021
6,66,146,3/22/2021
9,49,92,3/23/2021
16,25,17,3/23/2021
3,31,50,3/24/2021
11,50,38,3/24/2021
12,69,23,3/24/2021
18,18,62,3/25/2021
18,9,145,3/25/2021
14,100,106,3/25/2021
15,65,97,3/25/2021
11,79,79,3/26/2021
5,15,125,3/26/2021
17,97,57,3/26/2021
17,77,123,3/27/2021
4,91,48,3/27/2021
5,40,103,3/27/2021
4,6,57,3/27/2021
20,89,83,3/27/2021
5,85,134,3/28/2021
8,9,141,3/28/2021
7,72,26,3/29/2021
5,15,31,3/29/2021
16,70,124,3/29/2021
2,75,84,3/29/2021
15,92,69,3/29/2021
4,57,27,3/29/2021
14,53,126,3/30/2021
19,31,87,3/31/2021
7,51,109,4/1/2021
6,28,64,4/1/2021
13,79,156,4/2/2021
18,5,90,4/2/2021
10,2,151,4/2/2021
8,41,123,4/3/2021
11,97,70,4/4/2021
18,75,29,4/4/2021
18,49,130,4/4/2021
19,81,170,4/5/2021
20,92,70,4/8/2021
2,14,45,4/8/2021
16,64,23,4/8/2021
17,42,24,4/9/2021
4,70,31,4/9/2021
12,71,34,4/10/2021
19,88,65,4/10/2021
13,30,126,4/10/2021
19,96,67,4/12/2021
12,12,123,4/12/2021
12,42,23,4/12/2021
11,59,98,4/13/2021
6,80,156,4/14/2021
8,50,140,4/14/2021
4,8,25,4/14/2021
20,93,128,4/15/2021
19,68,150,4/15/2021
14,59,163,4/15/2021
12,54,48,4/17/2021
14,81,18,4/17/2021
11,37,72,4/17/2021
20,82,29,4/17/2021
9,90,48,4/19/2021
16,42,83,4/19/2021
19,21,5,4/19/2021
13,32,17,4/20/2021
19,59,102,4/20/2021
8,5,17,4/20/2021
17,19,22,4/20/2021
5,75,166,4/21/2021
9,73,119,4/21/2021
13,56,64,4/21/2021
3,5,142,4/22/2021
4,27,61,4/22/2021
5,14,15,4/22/2021
18,92,144,4/22/2021
17,69,38,4/22/2021
4,26,142,4/22/2021
20,69,151,4/23/2021
19,53,44,4/23/2021
19,35,129,4/24/2021
18,74,144,4/24/2021
7,40,119,4/24/2021
13,23,136,4/25/2021
8,46,84,4/25/2021
3,87,0,4/25/2021
4,55,60,4/25/2021
10,13,92,4/25/2021
5,43,48,4/26/2021
14,72,123,4/27/2021
7,90,7,4/27/2021
16,93,81,4/28/2021
6,29,117,4/28/2021
20,32,81,4/28/2021
20,33,132,4/29/2021
11,63,92,4/29/2021
6,90,81,4/29/2021
7,22,144,4/30/2021
6,78,53,4/30/2021
1,67,26,4/30/2021
3,74,20,5/1/2021
6,2,7,5/1/2021
12,35,54,5/1/2021
17,24,6,5/1/2021
10,2,41,5/1/2021
1,50,68,5/2/2021
20,39,124,5/2/2021
7,84,63,5/3/2021
11,67,10,5/3/2021
20,17,92,5/5/2021
14,95,56,5/5/2021
12,1,120,5/6/2021
6,15,6,5/6/2021
6,88,25,5/6/2021
9,76,146,5/6/2021
1,69,8,5/6/2021
9,93,57,5/6/2021
7,29,60,5/7/2021
8,89,68,5/7/2021
17,4,30,5/7/2021
1,97,23,5/8/2021
17,9,143,5/9/2021
11,26,2,5/9/2021
9,91,43,5/9/2021
12,13,43,5/9/2021
16,45,45,5/9/2021
5,44,139,5/10/2021
11,88,157,5/10/2021
7,96,136,5/10/2021
20,13,3,5/11/2021
18,96,98,5/11/2021
3,43,149,5/11/2021
14,13,138,5/12/2021
12,59,48,5/14/2021
3,26,26,5/14/2021
15,44,34,5/14/2021
1,68,108,5/15/2021
3,16,81,5/15/2021
17,37,144,5/15/2021
2,81,71,5/16/2021
2,12,115,5/17/2021
14,82,153,5/17/2021
11,94,154,5/17/2021
3,78,25,5/18/2021
19,65,132,5/18/2021
19,64,122,5/18/2021
16,37,127,5/18/2021
7,74,162,5/18/2021
7,44,112,5/19/2021
3,50,154,5/19/2021
14,75,167,5/19/2021
20,84,31,5/20/2021
1,66,131,5/20/2021
18,2,115,5/21/2021
3,92,139,5/21/2021
15,1,91,5/22/2021
12,19,94,5/22/2021
3,44,77,5/23/2021
6,10,25,5/23/2021
4,9,139,5/23/2021
7,44,23,5/23/2021
11,99,133,5/24/2021
19,2,17,5/24/2021
3,38,52,5/25/2021
4,4,156,5/25/2021
12,42,80,5/25/2021
13,39,121,5/26/2021
3,3,96,5/26/2021
3,59,119,5/26/2021
1,32,83,5/27/2021
5,51,8,5/27/2021
20,82,150,5/27/2021
17,89,134,5/29/2021
11,66,111,5/30/2021
14,5,88,5/30/2021
12,23,32,5/30/2021
3,76,43,6/1/2021
20,5,9,6/1/2021
3,52,43,6/2/2021
1,50,29,6/2/2021
11,86,65,6/2/2021
11,43,2,6/2/2021
9,22,49,6/3/2021
3,68,154,6/3/2021
14,44,107,6/3/2021
1,44,42,6/3/2021
9,18,57,6/3/2021
15,100,166,6/3/2021
19,43,65,6/3/2021
15,47,109,6/4/2021
1,59,121,6/4/2021
1,28,20,6/4/2021
16,38,125,6/5/2021
10,99,9,6/5/2021
8,10,19,6/6/2021
16,18,141,6/6/2021
19,12,105,6/6/2021
6,41,161,6/6/2021
15,92,92,6/7/2021
4,57,126,6/7/2021
17,34,10,6/7/2021
7,16,2,6/8/2021
20,74,78,6/8/2021
18,63,147,6/8/2021
5,31,164,6/9/2021
5,98,5,6/9/2021
8,93,37,6/9/2021
13,71,93,6/9/2021
6,49,26,6/10/2021
8,94,126,6/10/2021
11,90,143,6/11/2021
7,54,126,6/11/2021
15,51,143,6/12/2021
17,48,59,6/13/2021
10,26,82,6/13/2021
7,49,125,6/13/2021
5,13,153,6/13/2021
1,57,114,6/13/2021
7,57,70,6/14/2021
10,33,74,6/16/2021
20,67,102,6/17/2021
2,16,111,6/17/2021
18,65,152,6/17/2021
9,83,132,6/18/2021
18,51,170,6/18/2021
7,96,58,6/18/2021
13,1,75,6/18/2021
6,50,63,6/19/2021
20,59,132,6/20/2021
13,50,105,6/21/2021
16,71,50,6/21/2021
14,50,79,6/22/2021
19,1,20,6/22/2021
1,96,17,6/22/2021
20,61,55,6/23/2021
15,19,19,6/23/2021
4,16,48,6/24/2021
18,76,111,6/25/2021
9,10,73,6/25/2021
14,16,52,6/25/2021
12,33,144,6/25/2021
7,52,83,6/26/2021
7,95,48,6/26/2021
7,49,146,6/27/2021
1,91,151,6/27/2021
16,6,83,6/27/2021
17,44,64,6/28/2021
1,47,87,6/28/2021
13,19,2,6/28/2021
