sale_id,store_id,product_id,customer_id,quantity,sale_date
630,19,52,381,1,1/23/2021
631,3,100,99,3,1/24/2021
632,13,95,378,3,1/24/2021
633,17,44,201,1,1/24/2021
634,19,4,155,3,1/26/2021
635,6,4,26,1,1/26/2021
636,5,36,52,4,1/28/2021
637,16,44,286,1,1/28/2021
638,19,6,169,1,1/29/2021
639,17,18,46,1,1/29/2021
640,8,23,291,3,1/30/2021
641,3,79,28,4,1/30/2021
642,18,33,211,2,1/31/2021
643,1,90,424,1,1/31/2021
644,3,4,487,1,1/31/2021
645,1,77,446,1,2/1/2021
646,8,86,185,3,2/1/2021
647,12,56,175,3,2/1/2021
648,8,51,314,2,2/2/2021
649,11,22,197,2,2/3/2021
650,16,24,98,3,2/3/2021
651,17,29,162,1,2/4/2021
652,14,78,186,1,2/4/2021
653,6,14,396,2,2/4/2021
654,4,11,267,4,2/5/2021
655,13,71,400,1,2/6/2021
656,19,78,165,3,2/6/2021
657,7,8,18,1,2/6/2021
658,20,68,47,3,2/7/2021
659,11,38,483,4,2/7/2021
660,13,3,261,1,2/8/2021
661,20,61,485,1,2/8/2021
662,20,50,360,2,2/8/2021
663,14,35,131,3,2/9/2021
664,15,71,390,2,2/9/2021
665,15,66,126,3,2/9/2021
666,20,48,60,2,2/10/2021
667,7,99,38,3,2/10/2021
668,13,63,325,3,2/10/2021
669,15,49,252,3,2/11/2021
670,13,34,234,1,2/12/2021
671,3,48,457,3,2/12/2021
672,9,52,115,3,2/12/2021
673,16,57,411,1,2/14/2021
674,20,25,410,1,2/14/2021
675,12,46,26,1,2/14/2021
676,5,61,419,1,2/14/2021
677,4,96,77,2,2/14/2021
678,19,31,72,1,2/15/2021
679,5,93,208,2,2/15/2021
680,12,37,146,1,2/15/2021
681,6,24,36,1,2/15/2021
682,9,30,76,3,2/15/2021
683,14,47,100,2,2/15/2021
684,5,54,84,2,2/15/2021
685,8,3,302,1,2/15/2021
686,4,35,29,2,2/15/2021
687,14,22,372,4,2/16/2021
688,12,34,386,3,2/16/2021
689,1,69,287,4,2/16/2021
690,8,15,461,3,2/17/2021
691,6,51,284,3,2/17/2021
692,2,39,237,3,2/17/2021
693,16,10,42,1,2/17/2021
694,14,16,114,1,2/17/2021
695,11,84,461,1,2/17/2021
696,12,95,195,3,2/18/2021
697,12,24,376,2,2/18/2021
698,14,21,440,1,2/18/2021
699,8,42,56,3,2/18/2021
700,17,90,111,3,2/18/2021
701,12,73,245,3,2/19/2021
702,14,6,250,1,2/19/2021
703,17,90,374,3,2/19/2021
704,18,10,184,2,2/20/2021
705,4,61,307,3,2/20/2021
706,10,40,25,3,2/20/2021
707,3,88,313,2,2/21/2021
708,14,33,489,1,2/22/2021
709,19,68,195,2,2/22/2021
710,7,6,2,2,2/23/2021
711,16,71,286,4,2/23/2021
712,6,64,374,2,2/24/2021
713,8,19,391,2,2/24/2021
714,6,45,281,4,2/24/2021
715,5,21,121,2,2/24/2021
716,1,77,279,3,2/25/2021
717,16,32,495,1,2/25/2021
718,12,35,108,4,2/25/2021
719,14,18,370,1,2/25/2021
720,4,82,14,2,2/26/2021
721,18,86,437,2,2/27/2021
722,20,64,429,3,2/27/2021
723,7,90,269,3,2/27/2021
724,3,39,457,4,2/27/2021
725,1,17,396,1,3/1/2021
726,13,1,440,1,3/1/2021
727,15,87,268,2,3/1/2021
728,14,22,207,4,3/1/2021
729,3,79,247,2,3/1/2021
730,9,80,465,1,3/1/2021
731,16,86,367,1,3/1/2021
732,11,52,334,3,3/2/2021
733,20,95,84,2,3/2/2021
734,14,5,147,4,3/2/2021
735,13,4,108,4,3/2/2021
736,7,72,241,2,3/3/2021
737,10,35,175,3,3/4/2021
738,6,83,143,4,3/4/2021
739,14,12,485,3,3/4/2021
740,5,40,270,1,3/5/2021
741,1,69,276,4,3/5/2021
742,11,38,217,1,3/5/2021
743,15,42,147,4,3/6/2021
744,10,43,320,1,3/6/2021
745,14,97,398,2,3/6/2021
746,17,13,94,1,3/6/2021
747,4,86,332,2,3/6/2021
748,13,41,343,4,3/7/2021
749,11,80,46,1,3/7/2021
750,19,80,476,2,3/8/2021
751,11,50,254,1,3/8/2021
752,5,56,295,2,3/8/2021
753,9,9,260,3,3/9/2021
754,3,40,83,1,3/10/2021
755,19,70,446,1,3/10/2021
756,3,88,131,2,3/10/2021
757,4,39,251,3,3/11/2021
758,13,80,302,3,3/12/2021
759,13,2,67,3,3/12/2021
760,11,71,246,1,3/12/2021
761,6,70,294,1,3/12/2021
762,7,82,165,1,3/13/2021
763,19,90,188,3,3/14/2021
764,18,67,336,3,3/14/2021
765,20,97,331,3,3/14/2021
766,5,79,401,3,3/15/2021
767,6,79,16,3,3/15/2021
768,1,36,354,3,3/15/2021
769,19,16,323,4,3/15/2021
770,14,33,254,2,3/15/2021
771,16,27,298,3,3/16/2021
772,14,11,338,4,3/16/2021
773,2,87,5,2,3/16/2021
774,11,25,226,2,3/17/2021
775,9,11,314,1,3/17/2021
776,16,5,199,3,3/18/2021
777,20,35,401,1,3/18/2021
778,19,86,476,3,3/18/2021
779,11,68,360,2,3/18/2021
780,8,99,186,2,3/19/2021
781,10,92,161,1,3/19/2021
782,4,74,40,4,3/19/2021
783,10,43,464,3,3/19/2021
784,6,47,217,2,3/20/2021
785,5,75,124,2,3/20/2021
786,5,83,354,4,3/21/2021
787,9,2,494,1,3/21/2021
788,9,21,100,1,3/22/2021
789,11,25,75,4,3/22/2021
790,9,11,40,2,3/23/2021
791,11,6,393,4,3/23/2021
792,1,44,274,2,3/23/2021
793,7,84,333,2,3/24/2021
794,3,81,266,1,3/24/2021
795,12,14,191,4,3/24/2021
796,18,7,146,2,3/25/2021
797,2,31,39,4,3/25/2021
798,2,17,88,1,3/25/2021
799,8,34,141,3,3/26/2021
800,8,8,80,2,3/26/2021
801,12,10,437,1,3/26/2021
802,4,62,217,2,3/27/2021
803,12,67,289,3,3/27/2021
804,12,76,482,2,3/27/2021
805,13,30,69,2,3/27/2021
806,13,58,319,1,3/27/2021
807,5,26,17,1,3/27/2021
808,16,49,161,3,3/28/2021
809,7,43,248,4,3/28/2021
810,13,5,461,2,3/28/2021
811,19,44,496,3,3/28/2021
812,4,58,255,1,3/29/2021
813,5,63,387,3,3/29/2021
814,9,77,87,2,3/29/2021
815,14,2,161,4,3/29/2021
816,6,59,246,3,3/29/2021
817,19,63,275,3,3/29/2021
818,17,11,205,4,3/31/2021
819,7,91,420,2,3/31/2021
820,4,30,396,2,3/31/2021
